"t","x","y"
0,0.780949648147162,0
0.03999481417682741,0.7789228842496698,0.04645003063687952
0.07998962835365482,0.772862370962209,0.09250598463468244
0.11998444253048224,0.7628272387279591,0.1377777902993648
0.15997925670730964,0.74891535789214,0.18188334377722123
0.19997407088413705,0.7312623257161681,0.2244523883046192
0.23996888506096448,0.7100400633203434,0.26513026911902704
0.27996369923779185,0.6854550374789834,0.30358152467970145
0.3199585134146193,0.6577461261741975,0.33949327661176554
0.3599533275914467,0.6271821505899081,0.37257838295702145
0.3999481417682741,0.5940590997550803,0.40257832186458453
0.4399429559451015,0.5586970772860961,0.42926577575601066
0.47993777012192895,0.5214370025976378,0.45244688922080173
0.5199325842987563,0.4826371015178479,0.47196317740335275
0.5599273984755837,0.44266922342936643,0.4876930653927193
0.5999222126524112,0.4019150238398464,0.4995530430806108
0.6399170268292386,0.3607620526450068,0.5074984240671004
0.6799118410060659,0.31959978927019067,0.5115237014223687
0.7199066551828934,0.27881566635366384,0.5116624974098747
0.7599014693597208,0.23879112366234898,0.507987108594541
0.7998962835365482,0.19989773350924592,0.5006076520515961
0.8398910977133757,0.1624934380772417,0.4896708226108319
0.879885911890203,0.12691893775714658,0.4753582751713242
0.9198807260670304,0.0934942678940829,0.4578846500587393
0.9598755402438579,0.06251559922589478,0.43749526312876236
0.9998703544206853,0.03425229481442999,0.4144634858059264
1.0398651685975127,0.008944253443809148,0.38908784345005315
1.07985998277434,-0.013200433678712868,0.3616888633288059
1.1198547969511674,-0.032007489498535664,0.3326057060142539
1.159849611127995,-0.04733810119819986,0.30219261618767307
1.1998444253048224,-0.05909019787257003,0.2708152306080205
1.2398392394816498,-0.06719934388099602,0.23884678235815285
1.2798340536584771,-0.07163924007703508,0.20666424141602147
1.3198288678353045,-0.07242182929534442,0.174644432097689
1.3598236820121319,-0.06959700667331932,0.14316016798181103
1.3998184961889593,-0.06325193955622431,0.11257644455280495
1.4398133103657869,-0.05351000583376045,0.08324672899865906
1.4798081245426142,-0.04052936353910282,0.055509385380308085
1.5198029387194416,-0.024501168365850205,0.0296842717683302
1.559797752896269,-0.005647459383494806,0.006069543939379458
1.5997925670730964,0.015781263380175544,-0.015061302136718935
1.6397873812499237,0.03950874270611644,-0.03346211948005783
1.6797821954267513,0.06523591970626956,-0.048916504405568655
1.7197770096035787,0.0926441090291799,-0.061239872656878434
1.759771823780406,0.1213983595571546,-0.07028119755931256
1.7997666379572335,0.151150964661146,-0.07592439405374256
1.8397614521340608,0.18154508473173336,-0.07808933629183928
1.8797562663108882,0.21221844376261292,-0.07673250039719089
1.9197510804877158,0.2428070612340328,-0.0718472279825403
1.9597458946645432,0.27294898043017085,-0.06346361001762026
1.9997407088413706,0.3022879546245308,-0.051647994621401364
2.039735523018198,0.33047705327447435,-0.03650212626435005
2.0797303371950253,0.3571821514690874,-0.01816192766896116
2.1197251513718527,0.38208526735852155,0.0032040606496108815
2.15971996554868,0.40488771413855607,0.027396564794550014
2.1997147797255074,0.42531303534842846,0.054187764197997486
2.239709593902335,0.44310969473652545,0.08332375599109573
2.279704408079162,0.4580534947277245,0.11452726969035082
2.31969922225599,0.4699497005556353,0.14750060246589816
2.3596940364328174,0.47863485036792647,0.1819287432002144
2.3996888506096448,0.4839782350365809,0.2174826518418555
2.439683664786472,0.48588303496894697,0.2538226592226402
2.4796784789632995,0.4842871048804403,0.29060195154900664
2.519673293140127,0.479163401215559,0.3274701032053795
2.5596681073169543,0.4705200506502012,0.36407662132147217
2.5996629214937816,0.4584000618350339,0.40007446575443534
2.639657735670609,0.44288068620741844,0.43512350871443595
2.6796525498474364,0.4240724372698686,0.46889389920838387
2.7196473640242638,0.4021177811693478,0.5010692987770211
2.759642178201091,0.3771895146790369,0.5313499566377256
2.7996369923779185,0.3494888497498078,0.5594555942980006
2.8396318065547463,0.3192432266324674,0.5851280719484472
2.8796266207315737,0.28670388014666287,0.6081338114519654
2.919621434908401,0.25214318596407687,0.6282659534884021
2.9596162490852285,0.21585181576149523,0.6453462293591573
2.999611063262056,0.17813573176621814,0.659226531070938
3.039605877438883,0.1393130525487039,0.6697901665670569
3.0796006916157106,0.09971082290534347,0.6769527903226952
3.119595505792538,0.05966172131207276,0.6806630029309902
3.1595903199693653,0.019500738714798942,0.6809026167432757
3.1995851341461927,-0.020438137642830815,0.6776865880529857
3.23957994832302,-0.05982520206484095,0.6710626196931064
3.2795747624998475,-0.09833823737957008,0.6611104412170135
3.319569576676675,-0.13566561957747847,0.6479407770188551
3.3595643908535027,-0.17150929002051435,0.6316940157908635
3.39955920503033,-0.2055875668040703,0.6125385975815605
3.4395540192071574,-0.23763776879185614,0.590669137383638
3.479548833383985,-0.26741862802825134,0.5663043066186504
3.519543647560812,-0.29471246863579265,0.5396844960757342
3.5595384617376395,-0.3193271328995107,0.5110692857844195
3.599533275914467,-0.3410976379954509,0.4807347489414367
3.6395280900912943,-0.3598875497072405,0.4489706183556499
3.6795229042681217,-0.3755900624605538,0.41607734491453735
3.719517718444949,-0.38812877805879586,0.3823630783040525
3.7595125326217764,-0.3974581785921703,0.3481406006285239
3.799507346798604,-0.40356379208459164,0.31372424367916735
3.8395021609754316,-0.4064620525072735,0.27942682039259326
3.879496975152259,-0.40619985879370807,0.2455566005313917
3.9194917893290864,-0.4028538404087791,0.21241435981733855
3.9594866035059137,-0.3965293398269547,0.18029053066681208
3.999481417682741,-0.3873591249346352,0.14946248133289192
4.0394762318595685,-0.37550184686546345,0.12019194866718089
4.079471046036396,-0.36114026108256575,0.09272264789651338
4.119465860213223,-0.344479231618431,0.06727808078724408
4.159460674390051,-0.3257435402541095,0.04405956136623147
4.199455488566878,-0.30517552404983594,0.023244476007785633
4.239450302743705,-0.28303256601703325,0.00498479220566881
4.279445116920533,-0.25958446483762276,-0.010594172244557158
4.31943993109736,-0.23511071038414486,-0.02339471059773187
4.3594347452741875,-0.2098976923697052,-0.033347412709888044
4.399429559451015,-0.18423586975923106,-0.04041157119241923
4.439424373627842,-0.15841692860474077,-0.044575307309723824
4.47941918780467,-0.13273095573168622,-0.045855418463904556
4.519414001981497,-0.10746365520782822,-0.04429695175617892
4.559408816158324,-0.08289363377986524,-0.03997251067887078
4.599403630335152,-0.059289780477674955,-0.03298130445103516
4.63939844451198,-0.036908764375166506,-0.023447951843256713
4.679393258688807,-0.015992673075857493,-0.011521053522971177
4.719388072865635,0.0032331871224651554,0.0026284510273831495
4.759382887042462,0.02056231021758207,0.018809124127154183
4.7993777012192895,0.03580881142306379,0.03681104851225757
4.839372515396117,0.04880903487044413,0.05640800297346254
4.879367329572944,0.0594229351322819,0.07735977282314174
4.919362143749772,0.0675352218817961,0.09941457199943
4.959356957926599,0.0730562593482307,0.12231155285057908
4.999351772103426,0.07592271461453325,0.14578337910905168
5.039346586280254,0.07609795121260546,0.1695588372654533
5.079341400457081,0.07357216687893299,0.19336546148544345
5.1193362146339085,0.06836227671788514,0.21693214737494934
5.159331028810736,0.06051154536020907,0.23999173028493131
5.199325842987563,0.05008897397979606,0.26228350444938486
5.239320657164391,0.03718845022336722,0.2835556600601409
5.279315471341218,0.021927671197021957,0.30356761638868546
5.319310285518045,0.004446851623774959,0.3220922302564486
5.359305099694873,-0.015092768878360334,0.3389178605172635
5.3992999138717,-0.03651060376143278,0.35385027073420966
5.4392947280485275,-0.059608565593971256,0.3667143538920202
5.479289542225355,-0.0841730616734755,0.37735566476896143
5.519284356402182,-0.10997711951747159,0.3856417474811661
5.55927917057901,-0.13678262156197427,0.3914632476898615
5.599273984755837,-0.16434262760698057,0.3947348010094019
5.639268798932665,-0.19240376295767644,0.3953956912529082
5.679263613109493,-0.2207086498197707,0.39341027428394293
5.71925842728632,-0.24899835931824388,0.3887681653884232
5.759253241463147,-0.27701486151981153,0.3814841902224649
5.799248055639975,-0.30450345104782545,0.37159810151108685
5.839242869816802,-0.33121512627996896,0.3591740657520574
5.87923768399363,-0.35690890070822756,0.34429992620173294
5.919232498170457,-0.3813540258101146,0.32708625036929223
5.959227312347284,-0.4043321057215942,0.30766517210687166
5.999222126524112,-0.42563908510591186,0.2861890401412909
6.039216940700939,-0.4450870928678228,0.2628288865348306
6.079211754877766,-0.4625061257576596,0.2377727300754924
6.119206569054594,-0.47774555743158803,0.2112237309700779
6.159201383231421,-0.4906754601696337,0.18339821443620832
6.199196197408249,-0.5011877281873596,0.1545235818533058
6.239191011585076,-0.509196993295488,0.12483612903009847
6.279185825761903,-0.5146413255489097,0.0945787918711977
6.319180639938731,-0.5174827134665864,0.06399884027298233
6.359175454115558,-0.517707320380761,0.033345541445955
6.399170268292385,-0.5153255154713924,0.0028678140449228343
6.439165082469213,-0.5103716800435146,-0.0271881055108946
6.47915989664604,-0.502903791595051,-0.05658096332765939
6.519154710822868,-0.4930027901843447,-0.08507673409895486
6.559149524999695,-0.48077173352451885,-0.11245079264204366
6.599144339176522,-0.4663347490902308,-0.1384899913223343
6.63913915335335,-0.44983579330644974,-0.16299462465835096
6.679133967530178,-0.43143722958412367,-0.18578026343681128
6.719128781707005,-0.41131823856024785,-0.2066794418551976
6.759123595883833,-0.3896730753768479,-0.22554318253783456
6.79911841006066,-0.36670919018263043,-0.24224234573017261
6.8391132242374875,-0.3426452292512326,-0.2566687905530049
6.879108038414315,-0.3177089351709761,-0.2687363378809153
6.919102852591142,-0.2921349654636031,-0.2783815261838801
6.95909766676797,-0.2661626497257694,-0.28556415352313147
6.999092480944797,-0.24003370595030446,-0.2902676008071894
7.039087295121624,-0.2139899370691076,-0.2924989333755927
7.079082109298452,-0.1882709289618567,-0.29228877997027114
7.119076923475279,-0.16311177119197168,-0.28969099016105815
7.1590717376521065,-0.13874082156213363,-0.2847820732958311
7.199066551828934,-0.11537753522655514,-0.2776604240301719
7.239061366005761,-0.09323037855776582,-0.26844534143934723
7.279056180182589,-0.0724948472453456,-0.25727585060991304
7.319050994359416,-0.05335160720750198,-0.24430933743276775
7.359045808536243,-0.03596477583009339,-0.22972000905775133
7.399040622713071,-0.020480359819331013,-0.21369719410617247
7.439035436889898,-0.0070248645733483545,-0.19644349825687046
7.4790302510667255,0.004295911545331919,-0.17817283220926303
7.519025065243553,0.013397886307538555,-0.159108330269903
7.55901987942038,0.020219496126385766,-0.13948017889501996
7.599014693597208,0.024722283890415923,-0.11952337543919071
7.639009507774035,0.026891265992596433,-0.09947543809975556
7.679004321950863,0.026735074455359463,-0.07957408859943758
7.718999136127691,0.02428587213290534,-0.060054929508825246
7.758993950304518,0.019599041087223455,-0.0411491382706065
7.798988764481345,0.012752646364937663,-0.023081199945038097
7.838983578658173,0.003846679528861563,-0.006066700449150334
7.878978392835,-0.006997911598486628,0.009689798389410245
7.9189732070118275,-0.01964039846185674,0.023996781297468888
7.958968021188655,-0.033921642055523595,0.03667767972757217
7.998962835365482,-0.04966564552995321,0.04757263096991872
8.03895764954231,-0.06668127487720174,0.05654007867295085
8.078952463719137,-0.08476413175370134,0.06345819865089815
8.118947277895964,-0.10369856094000691,0.06822613543258245
8.158942092072792,-0.1232597735310292,0.0707650367346299
8.19893690624962,-0.14321606571254658,0.07101887490932791
8.238931720426447,-0.16333111192427763,0.06895504640658318
8.278926534603274,-0.18336631034892437,0.06456474238320649
8.318921348780101,-0.20308315801107887,0.057863085772203705
8.358916162956929,-0.2222456323286399,0.04888903236985652
8.398910977133756,-0.24062255573938085,0.03770503578815568
8.438905791310583,-0.2579899200314621,0.024396478432797145
8.47890060548741,-0.2741331472417479,0.009070872980128587
8.518895419664238,-0.28884926445033215,-0.008143158882596266
8.558890233841066,-0.30194897049195507,-0.027097121443423505
8.598885048017893,-0.31325857352099534,-0.047624082490151404
8.63887986219472,-0.3226217795001034,-0.06954030009720694
8.678874676371548,-0.32990131302468234,-0.09264702342381298
8.718869490548375,-0.3349803534354694,-0.11673245043045012
8.758864304725202,-0.337763770896353,-0.14157382373232802
8.79885911890203,-0.33817914900918106,-0.1669396442927075
8.838853933078857,-0.3361775825845683,-0.19259198133286956
