"time","0.1","0.2","0.3","0.5"
0,1,1,1,1
0.01,0.9999343859416097,0.9999711631172781,0.999989090551199,1
0.02,0.9997375700111868,0.9998846640034814,0.9999563665684301,1
0.03,0.9994096309324793,0.999740537257102,0.9999018411408506,1
0.04,0.9989506998767463,0.9995388405269164,0.9998255360779037,1
0.05,0.9983609604102917,0.9992796544889281,0.9997274819005977,1
0.06,0.997640648421038,0.998963082814096,0.9996077178292961,1
0.07,0.9967900520241774,0.9985892521268693,0.9994662917680304,1
0.08,0.9958095114469276,0.9981583119545386,0.9993032602853398,1.0000000000000002
0.09,0.9946994188924454,0.9976704346674269,0.9991186885916432,1
0.1,0.9934602183829518,0.9971258154099443,0.9989126505131575,1
0.11,0.9920924055821282,0.996524672022532,0.9986852284623667,1
0.12,0.9905965275968576,0.9958672449545302,0.9984365134050592,1
0.13,0.9889731827583895,0.9951537971680002,0.9981666048239416,1
0.14,0.9872230203830146,0.9943846140325443,0.9978756106788473,1
0.15,0.985346740512348,0.9935600032111609,0.9975636473635551,1
0.16,0.9833450936333217,0.9926802945371842,0.9972308396592312,1
0.17,0.9812188803779986,0.9917458398823542,0.9968773206845202,1.0000000000000002
0.18,0.9789689512033316,0.9907570130160737,0.996503231842298,1
0.19,0.976596206050992,0.9897142094559047,0.9961087227631142,1
0.2,0.9741015939874045,0.9886178463093681,0.9956939512453403,1
0.21,0.9714861128241337,0.9874683621071041,0.9952590831920533,1
0.22,0.9687508087187723,0.986266216627467,0.9948042925446762,1
0.23,0.9658967757564924,0.9850118907126212,0.994329761213404,1.0000000000000002
0.24,0.9629251555124249,0.9837058860762077,0.9938356790044425,1
0.25,0.9598371365950468,0.9823487251026681,0.9933222435440872,1
0.26,0.9566339541707519,0.9809409506382968,0.992789660199677,1
0.27,0.953316889469802,0.9794831257741095,0.9922381419974484,1
0.28,0.9498872692738497,0.9779758336206138,0.9916679095373288,1
0.29,0.9463464653852461,0.976419677074575,0.9910791909046996,1
0.3,0.9426958940783366,0.9748152785778625,0.9904722215791639,1
0.31,0.9389370155329702,0.9731632798684838,0.9898472443403594,1
0.32,0.9350713332504474,0.9714643417238955,0.9892045091708483,1
0.33,0.9311003934521397,0.9697191436967042,0.9885442731561296,1.0000000000000002
0.34,0.9270257844610205,0.9679283838428508,0.9878668003818051,1
0.35000000000000003,0.9228491360663598,0.966092778442401,0.9871723618279522,1
0.36,0.918572118871827,0.9642130617130403,0.9864612352607334,1
0.37,0.914196443627274,0.9622899855163983,0.9857337051212942,1
0.38,0.9097238605444566,0.9603243190573125,0.9849900624119895,1
0.39,0.9051561585969751,0.9583168485761582,0.9842306045799886,1
0.4,0.9004951648047059,0.956268377034362,0.9834556353982976,1
0.41000000000000003,0.8957427435030205,0.9541797237932278,0.9826654648442573,1
0.42,0.8909007955970745,0.9520517242862035,0.9818604089755528,1
0.43,0.8859712578014721,0.9498852296847198,0.9810407898037986,1
0.44,0.8809561018656052,0.9476811065577303,0.9802069351657348,1
0.45,0.8758573337849807,0.9454402365250986,0.9793591785920988,1
0.46,0.8706769929988474,0.943163515904959,0.9784978591742167,1
0.47000000000000003,0.86541715157445,0.9408518553552045,0.9776233214283717,1
0.48,0.8600799133782276,0.9385061795092329,0.9767359151580017,1
0.49,0.8546674132342967,0.936127426606107,0.9758359953137831,1
0.5,0.8491818160705493,0.9337165481152726,0.9749239218516546,1
0.51,0.8436253160527104,0.9312745083559808,0.9740000595888403,1
0.52,0.8380001357067014,0.9288022841115752,0.9730647780579271,1
0.53,0.8323085250296596,0.9263008642387913,0.9721184513590577,1
0.54,0.8265527605899681,0.9237712492722261,0.9711614580102936,1
0.55,0.8207351446166605,0.9212144510241388,0.9701941807962144,1
0.56,0.8148580040785596,0.9186314921797382,0.9692170066148097,1
0.5700000000000001,0.808923689753519,0.916023405888123,0.9682303263227225,1
0.58,0.8029345752881457,0.9133912353490363,0.9672345345789144,1
0.59,0.7968930562483727,0.910736033395598,0.9662300296868057,1
0.6,0.7908015491612626,0.9080588620731876,0.9652172134349604,1
0.61,0.7846624905484315,0.9053607922146388,0.9641964909363745,1
0.62,0.7784783359514716,0.9026429030119214,0.9631682704664385,1
0.63,0.7722515589497674,0.8999062815844784,0.9621329632996312,1
0.64,0.7659846501710971,0.897152022544393,0.9610909835450148,1
0.65,0.7596801162954142,0.8943812275585581,0.9600427479805987,1
0.66,0.7533404790522092,0.8915950049080242,0.9589886758866318,1
0.67,0.7469682742118532,0.8887944690447033,0.9579291888778985,1
0.68,0.7405660505713204,0.8859807401456004,0.9568647107350753,1
0.6900000000000001,0.7341363689347045,0.8831549436647587,0.9557956672352265,1
0.7000000000000001,0.7276818010889327,0.8803182098830945,0.9547224859814987,1
0.71,0.7212049287750836,0.8774716734562976,0.953645596232084,1
0.72,0.7147083426557251,0.8746164729609854,0.9525654287285245,1
0.73,0.7081946412786856,0.8717537504392868,0.9514824155234191,1
0.74,0.7016664300376673,0.8688846509420419,0.9503969898076096,1
0.75,0.6951263201301253,0.8660103220707955,0.9493095857369108,1
0.76,0.6885769275128218,0.8631319135187717,0.9482206382584522,1
0.77,0.6820208718554799,0.8602505766110132,0.9471305829367056,1
0.78,0.6754607754929499,0.8573674638438663,0.9460398557792666,1
0.79,0.6688992623763098,0.8544837284239962,0.9449488930624552,1
0.8,0.6623389570233205,0.8516005238071219,0.9438581311568118,1
0.81,0.6557824834686538,0.8487190032366481,0.9427680063525555,1
0.8200000000000001,0.6492324642143128,0.8458403192823825,0.9416789546850732,1
